,Hava,Seyis,Unnamed: 2,TR
1958,Sevim,Ulusoy,,TR
1960,Ahmet,Metin,,TR
1961,Murat,Bulum,,TR
1962,Semih,Sungur,,TR
1965,Muhammet,Yilmaz,,TR
1966,Volkan,Kupcu,,TR
1967,Serkan,Eren,,TR
1969,Sebastian,Ifrim,,TR
1972,Dundar,Elektrik,,TR
1973,Mustafa,Deniz,,TR
1975,Turgut,Deymez,,TR
1978,Serdar,Bayat,,TR
1979,Nurettin,Oral,,TR
1980,Muharrem,Can,,TR
1984,Ale,Smao,,TR
1985,Seyithan,Demir,,TR
1993,Muhammet,Bayram,,TR
1994,Yaser,Daif,,TR
2000,Hamody,Ali,,TR
2001,Farok,Alhasan,,TR
2005,Tahir,Durak,,TR
2008,Maya,Mary,,TR
2009,Abdin,Dinler,,TR
2010,Onur,Aydogdu,,TR
2011,Irem,Ilgaz,,TR
2012,Hakan,Balman,,TR
2013,Taner,Sekmen,,TR
2017,Muhammet,Kemal,,TR
2021,Orhan,Orhan,,TR
2024,Latif,Bozdemir,,TR
2026,Ali,Ali,,TR
2027,Emrah,Demirci,,TR
2030,Nurullah,Yildirin,,TR
2034,Fars,Ahlam,,TR
2036,Hakan,Selen,,TR
2042,Mustafa,Demir,,TR
2047,Veli,Bilkaya,,TR
2048,Remziye,Esen,,TR
2049,Halil,Akar,,TR
2050,Talha,Erkan,,TR
2054,Mustafa,Koyuncu,,TR
2055,Erkan,Cansis,,TR
2058,Vural,Uzunkol,,TR
2061,Erol,Benek,,TR
2066,Kamil,Koc,,TR
2069,Ismail,Korkmaz,,TR
2071,Huseyin,Deniz,,TR
2073,Mahmut,Can,,TR
2086,Mustafa,Kavas,,TR
2090,Dudu,Sever,,TR
2092,Poyraz,Bulut,,TR
2093,Kenan,Pekdemir,,TR
2096,Ahmet,Aybakan,,TR
2097,Salih,Ertekin,,TR
2099,Veysel,Ekinci,,TR
2102,Atilla,Terry,,TR
2105,Sabri,Kaya,,TR
2107,Samet,Demir,,TR
2109,Burhan,Ocak,,TR
2113,Durmus,Coban,,TR
2118,Kamil,Varyemez,,TR
2119,Zeynep,Avci,,TR
2124,Cilem,Yildizhan,,TR
2127,Mihri,Butik,,TR
2128,Fahri,Demirel,,TR
2129,Ismail,Yavuz,,TR
2131,Muhsin,Yucel,,TR
2133,Cumali,Kandemir,,TR
2134,Sara,Ugur,,TR
2136,Melek,Derin,,TR
2139,Ali,Aksakal,,TR
2141,Hasan,Sahin,,TR
2142,Yusuf,Kadem,,TR
2143,Remzi,Kaya,,TR
2144,Gazi,Kirpik,,TR
2147,Mine,Alparslan,,TR
2148,Hayrettin,Karakoyun,,TR
2150,Nadejda,Marinova,,TR
2153,Mahir,Kaya,,TR
2157,Hakan,Turan,,TR
2158,Cemil,Sargun,,TR
2162,Mehmet,Yildirim,,TR
2164,Cansu,Kaya,,TR
2171,Yusuf,Aslan,,TR
2176,Beyza,Eren,,TR
2178,Arda,Akyurt,,TR
2179,Huseyin,Pilat,,TR
2184,Murat,Akyuz,,TR
2186,Yakup,Atalar,,TR
2189,Bilal,Bayram,,TR
2191,Ali,Keskin,,TR
2195,Sebahat,Balkan,,TR
2197,Ersan,Aktop,,TR
2198,Mesut,Morkoc,,TR
2199,Yahya,Tacek,,TR
2200,Nazim,Gizlenci,,TR
2203,Gulahmet,Kacir,,TR
2204,Halilibrahim,Uygun,,TR
2209,Mesut,Canak,,TR
2212,Mustafa,Celik,,TR
2213,Embiye,Tenekeci,,TR
2214,Dursun,Vatansever,,TR
2219,Nurettin,Eraslan,,TR
2223,Melek,Mert,,TR
2225,Kehriban,Seyyid,,TR
2230,Murat,Unal,,TR
2231,Erdal,Piskin,,TR
2237,Mustafa,Bulut,,TR
2238,Ismet,Sartekin,,TR
2240,Mehmet,Kazankaya,,TR
2241,Mustafa,Oncu,,TR
2246,Poyraz,Erzen,,TR
2247,Oktay,Urhan,,TR
2249,Dogan,Ince,,TR
2253,Can,Alp,,TR
2255,Ahmet,Barazi,,TR
2257,Samet,Yenidogan,,TR
2258,Qusai,Ahmad,,TR
2260,Rahaf,Ga,,TR
2261,Ilknur,Dmrc,,TR
2271,Mehmet,Bal,,TR
2274,Zehra,Abky,,TR
2275,Soner,Ceylan,,TR
2276,Mahmut,Murtaza,,TR
2278,Ali,Yurekturk,,TR
2283,Mehmet,Kahraman,,TR
2285,Ismet,Topalhan,,TR
2288,Burak,Bayhan,,TR
2291,Murat,Temel,,TR
2292,Hayal,Can,,TR
2293,Ameneh,Joon,,TR
2295,Mine,Cakmak,,TR
2296,Murat,Oten,,TR
2297,Emir,Can,,TR
2302,Gery,Rodriguez,,TR
2305,Erkan,Calar,,TR
2306,Serdar,Demir,,TR
2307,Nur,Nur,,TR
2312,Capliali,Tanriverdi,,TR
2313,Hakan,Davulcu,,TR
2321,Selim,Acar,,TR
2324,Deniz,Vural,,TR
2325,Emin,Akar,,TR
2326,Altan,Mutlu,,TR
2331,Hisham,Fadel,,TR
2333,Serpil,Acar,,TR
2334,Omar,Shrhan,,TR
2336,Bekir,Tezin,,TR
2340,Husham,Alabbasi,,TR
2341,Abdulazeez,Munef,,TR
2342,Reyhan,Goksel,,TR
2344,Ferat,Barut,,TR
2346,Seher,Dogan,,TR
2348,Muhammed,Khalil,,TR
2352,Davut,Akman,,TR
2355,Mazn,Tamr,,TR
2361,Matin,Mohammadi,,TR
2362,Ali,Ben,,TR
2363,Mhmad,Yusuf,,TR
2369,Nazir,Gumus,,TR
2374,Zake,Merza,,TR
2379,Mahmut,Kaplan,,TR
2382,Hira,Infen,,TR
2383,Umut,Karagoz,,TR
2390,Elif,Sude,,TR
2392,Hakan,Top,,TR
2396,Ufuk,Ayaz,,TR
2398,Ali,Dhiman,,TR
2401,Serif,Cirak,,TR
2402,Mustaf,Tekkol,,TR
2404,Gulcan,Yildirim,,TR
2406,Mehmet,Delidolu,,TR
2411,Fatma,Kaya,,TR
2414,Muhittin,Orhan,,TR
2415,Dani,Alkarow,,TR
2416,Mehmet,Cakmakci,,TR
2417,Erdal,Dursun,,TR
2418,Ibrahim,Hancer,,TR
2422,Aysel,Helveci,,TR
2425,Cihan,Demirel,,TR
2426,Erol,Yaprak,,TR
2428,Nofa,Nofa,,TR
2429,Ali,Ali,,TR
2438,Mert,Incebacak,,TR
2442,Sabahattin,Asil,,TR
2443,Mehmetsirin,Gul,,TR
2446,Emine,Kaplan,,TR
2448,Enginfirat,Odemir,,TR
2455,Fatma,Cin,,TR
2456,Ahmet,Ahmet,,TR
2457,Ismet,Acar,,TR
2458,Zafer,Samur,,TR
2459,Halime,Alturk,,TR
2460,Mustafa,Arslan,,TR
2462,Hekim,Encu,,TR
2463,Hakan,Kalus,,TR
2464,Yadigar,Tilki,,TR
2465,Melik,Sonkaya,,TR
2467,Gamze,Kotuk,,TR
2468,Agit,Bilen,,TR
2470,Emre,Kartal,,TR
2475,Ziyettin,Demir,,TR
2482,Bahoz,Manbj,,TR
2483,Kasim,Kayan,,TR
2484,Yasmine,Ayoglu,,TR
2486,Ahmet,Polat,,TR
2487,Hasreta,Dila,,TR
2491,Arda,Korkmaz,,TR
2493,Habeb,Habeb,,TR
2497,Irem,Zeki,,TR
2501,Uyuejj,Hehdhh,,TR
2504,Gs,Gizem,,TR
2508,Vedat,Dari,,TR
2511,Isa,Can,,TR
2513,Nigar,Aslan,,TR
2518,Mikail,Sak,,TR
2519,Sebahat,Tuncel,,TR
2520,Sefa,Cetin,,TR
2525,Yunus,Demir,,TR
2526,Necirvan,Necirvan,,TR
2527,Zafer,Koca,,TR
2528,Anadolu,Yumurtacilik,,TR
2531,Orhan,Erdogan,,TR
2532,Zeynep,Zerin,,TR
2538,Sevgi,Guler,,TR
2539,Mehmet,Soyer,,TR
2541,Firat,Benek,,TR
2544,Ahmetc,Cetintezel,,TR
2547,Resul,Silvan,,TR
2548,Murat,Benek,,TR
2550,Lerna,Kurkcuoglu,,TR
2554,Vahap,Ozbey,,TR
2555,Nebahat,Arslan,,TR
2557,Serdar,Karabacak,,TR
2558,Rahmi,Ceylan,,TR
2560,Esilla,Derin,,TR
2563,Sivas,Kangal,,TR
2564,Ziver,Kalkan,,TR
2567,Hatice,Can,,TR
2568,Lopez,Lomy,,TR
2572,Osman,Caliskan,,TR
2573,Sedat,Degirmenci,,TR
2574,Abdurrahman,Kara,,TR
2575,Nisanur,Sonsuz,,TR
2576,Derin,Demir,,TR
2577,Sude,Nur,,TR
2578,Necibe,Aslan,,TR
2580,Yenilmez,Boykasnmz,,TR
2581,Ahmet,Mergehi,,TR
2583,Ahmet,Saydam,,TR
2585,Defne,Defne,,TR
2586,Fatih,Atas,,TR
2587,Mehmet,Ekinci,,TR
2588,Mehmet,Karaaslan,,TR
2590,Kazim,Ertekin,,TR
2594,Erkan,Acar,,TR
2595,Koksal,Yildirim,,TR
2600,Burhan,Kacak,,TR
2602,Ferit,Bayram,,TR
2607,Irfan,Yaman,,TR
2610,Sidal,Tahan,,TR
2612,Hassan,Ibra,,TR
2613,Mahi,Gedik,,TR
2617,Nixal,Deniz,,TR
2618,Sara,Naji,,TR
2622,Filiz,Seyfoski,,TR
2624,Murat,Sevimli,,TR
2626,Deniz,Topal,,TR
2629,Yasin,Tepe,,TR
2631,Sebahhatin,Bal,,TR
2632,Kadim,Yoran,,TR
2634,Yesim,Cavusoglu,,TR
2636,Serpil,Soydan,,TR
2640,Albayrak,Okan,,TR
2644,Umut,Kirman,,TR
2646,Ahmet,Celen,,TR
2648,Ibrahim,Koca,,TR
2651,Esra,Dede,,TR
2652,Ela,Tetik,,TR
2657,Ayten,Kurt,,TR
2658,Izzettin,Orzan,,TR
2664,Onur,Ural,,TR
2670,Ali,Ates,,TR
2672,Engin,Altun,,TR
2675,Korkmaz,Altun,,TR
2676,Omer,Colak,,TR
2679,Osman,Deniz,,TR
2681,Hakan,Evren,,TR
2682,Serkan,Gezer,,TR
2686,Mustafa,Tekeli,,TR
2687,Nahide,Erkan,,TR
2688,Dilek,Boynikar,,TR
2692,Esin,Cebe,,TR
2694,Cevat,Karagol,,TR
2695,Musa,Saban,,TR
2696,Sebehat,Kavas,,TR
2697,Memet,Arikan,,TR
2698,Talle,Surmeli,,TR
2701,Atakan,Kurkaz,,TR
2703,Ali,Guvercin,,TR
2706,Nurdan,Karadas,,TR
2709,Fatmanur,Gedikli,,TR
2711,Hasan,Kartal,,TR
2712,Ihsan,Tas,,TR
2713,Naif,Tosun,,TR
2720,Kamil,Gezer,,TR
2721,Kiysettin,Zonguldak,,TR
2722,Burcu,Sever,,TR
2724,Senol,Karagulle,,TR
2725,Ahmet,Dorman,,TR
2728,Mahmut,Ince,,TR
2730,Yunus,Kocak,,TR
2733,Ali,Yukselir,,TR
2737,Erdal,Kizir,,TR
2738,Hasan,Cakmakcioglu,,TR
2742,Fatih,Uzcan,,TR
2743,Halil,Kaya,,TR
2744,Nil,Silver,,TR
2745,Ceron,Norec,,TR
2746,Burhan,Dogan,,TR
2747,Suleyman,Kaya,,TR
2748,Nuray,Tugcu,,TR
2749,Emre,Tepe,,TR
2752,Necdet,Dere,,TR
2753,Kartal,Inan,,TR
2755,Mehmet,Atabay,,TR
2756,Morad,Afas,,TR
2759,Hale,Nur,,TR
2762,Abdalrahman,Badawi,,TR
2765,Arap,Selo,,TR
2766,Ecem,Yedier,,TR
2768,Ayla,Demir,,TR
2773,Selman,Malat,,TR
2775,Emine,Erdogan,,TR
2776,Fahri,Inevi,,TR
2778,Vahit,Tekay,,TR
2779,Kamil,Merdim,,TR
2784,Tanju,Karakaya,,TR
2785,Zeynep,Deliorman,,TR
2789,Kenan,Basaran,,TR
2791,Adnan,Cakici,,TR
2792,Elif,Ertufan,,TR
2794,Kamil,Oglu,,TR
2796,Necmettin,Fidan,,TR
2797,Samet,Genc,,TR
2803,Orkun,Pehlivan,,TR
2804,Melek,Can,,TR
2809,Erol,Albania,,TR
2815,Ozkan,Atmaca,,TR
2816,Kaan,Kahya,,TR
2817,Ali,Zengin,,TR
2823,Merve,Seymen,,TR
2824,Boroj,Kord,,TR
2826,Samet,Yilmaz,,TR
2827,Erdal,Demirel,,TR
2830,Asiye,Yeni,,TR
2834,Bayramcan,Bal,,TR
2836,Dilek,Arslan,,TR
2838,Sinem,Poyraz,,TR
2843,Esma,Murat,,TR
2844,Irmak,Yilmaz,,TR
2845,Mertcan,Negiz,,TR
2848,Ali,Tekin,,TR
2851,Hena,Henedi,,TR
2853,Mehmet,Ellialtio,,TR
2857,Huzur,Gym,,TR
2861,Furkan,Dertli,,TR
2862,Ramazan,Teke,,TR
2863,Ali,Kurt,,TR
2865,Talha,Fidan,,TR
2868,Duygu,Aydiin,,TR
2870,Harun,Vural,,TR
2872,Nezir,Tuncer,,TR
2873,Berat,Dursun,,TR
2875,Erdem,Garanal,,TR
2877,Sait,Yavuz,,TR
2878,Cumali,Ayaz,,TR
2879,Koca,Kartal,,TR
2882,Mustafa,Kaya,,TR
2884,Mustafa,Fatouh,,TR
2885,Selahattin,Sipahi,,TR
2890,Mehmet,Saglam,,TR
2893,Neveda,Aktepe,,TR
2895,Murat,Saribekir,,TR
2896,Alperen,Koyuncu,,TR
2897,Seda,Ozcan,,TR
2898,Sebahattin,Celen,,TR
2903,Tarkan,Bekci,,TR
2904,Hazar,Aydemir,,TR
2906,Dilek,Ucar,,TR
2907,Sellahatin,Ceviz,,TR
2908,Kara,Sevdali,,TR
2909,Cihat,Baran,,TR
2910,Sengul,Yuksel,,TR
2912,Hakan,Akinci,,TR
2915,Hasan,Kizilkaya,,TR
2919,Turgut,Uysal,,TR
2924,Huriyenur,Mert,,TR
2926,Selam,Yildirim,,TR
2935,Murat,Bican,,TR
2936,Yakup,Ilhan,,TR
2944,Mahmoud,Aldalati,,TR
2947,Murat,Ekinci,,TR
2949,Seren,Serenay,,TR
2950,Celal,Kurt,,TR
2951,Cesim,Cetinkaya,,TR
2953,Mehmet,Uguz,,TR
2956,Seda,Kaynak,,TR
2957,Emre,Yamak,,TR
2958,Emine,Ramazan,,TR
2961,Mira,Naz,,TR
2962,Ali,Yalcin,,TR
2968,Archil,Shantadze,,TR
2975,Muhammet,Aslan,,TR
2978,Murat,Eyupoglu,,TR
2984,Sinan,Kezer,,TR
2989,Ayla,Ayla,,TR
2992,Zafer,Karan,,TR
2993,Cemil,Baba,,TR
2994,Yasar,Kalayci,,TR
2995,Turgut,Oner,,TR
2996,Mustafa,Polat,,TR
2997,Marina,Serebrenko,,TR
2999,Canalan,Canalan,,TR
3000,Zeynep,Aksoy,,TR
3002,Ali,Kan,,TR
3003,Serdar,Duruer,,TR
3004,Sefa,Aras,,TR
3010,Adar,Serhed,,TR
3012,Mehmet,Demirtas,,TR
3013,Gulay,Dur,,TR
3016,Ibrahim,Tuna,,TR
3017,Ibrahim,Ibrahim,,TR
3018,Ender,Demirler,,TR
3022,Metin,Akansu,,TR
3025,Necla,Metin,,TR
3026,Nermin,Evcin,,TR
3027,Samet,Demir,,TR
3030,Baceli,Kacar,,TR
3034,Muzaffer,Mazlum,,TR
3036,Ismail,Armutcu,,TR
3037,Okan,Kavruk,,TR
3040,Cihan,Kaynar,,TR
3041,Servet,Demir,,TR
3042,Esra,Mumcu,,TR
3046,Muktadir,Bilen,,TR
3047,Ismail,Akdere,,TR
3050,Murat,Giris,,TR
3052,Zeynep,Bayrak,,TR
3055,Halil,Alptekin,,TR
3056,Eda,Aydin,,TR
3059,Snowwhite,Kayak,,TR
3060,Yenigul,Ktnc,,TR
3062,Huseyin,Akgun,,TR
3066,Burhan,Ozkan,,TR
3076,Semra,Gezer,,TR
3078,Zehra,Keskin,,TR
3079,Fatma,Yavuz,,TR
3081,Oguz,Yazmen,,TR
3082,Busevda,Bitmez,,TR
3085,Sari,Khan,,TR
3086,Jazib,Ali,,TR
3087,Gazi,Baser,,TR
3092,Ali,Atay,,TR
3093,Melih,Barlak,,TR
3096,Sercihan,Usta,,TR
3098,Ramazan,Meydan,,TR
3099,Seyfi,Ortak,,TR
3101,Veli,Korkusz,,TR
3103,Ayhan,Bal,,TR
3104,Yaren,Dil,,TR
3106,Murat,Tutcan,,TR
3107,Abid,Warraich,,TR
3109,Filiz,Kural,,TR
3110,Shahzaib,Aslam,,TR
3114,Erol,Yolcu,,TR
3115,Seher,Tekeli,,TR
3119,Gizem,Sipahi,,TR
3120,Veli,Emrem,,TR
3121,Fatma,Topuz,,TR
3123,Fatma,Aksu,,TR
3124,Emre,Aslan,,TR
3125,Ibrahim,Yucel,,TR
3126,Nudem,Arin,,TR
3127,Ata,Kan,,TR
3128,Nilay,Angun,,TR
3129,Meryem,Arik,,TR
3133,Meliha,Saral,,TR
3134,Fevzi,Toplar,,TR
3140,Kursat,Simsek,,TR
3141,Tarkan,Konur,,TR
3142,Mehmet,Aman,,TR
3144,Fatos,Tayfun,,TR
3145,Rezan,Uzun,,TR
3146,Ismail,Kuzucu,,TR
3147,Ibrahim,Karadem,,TR
3148,Bulent,Patoglu,,TR
3149,Hikmet,Chef,,TR
3152,Mustafa,Cinisli,,TR
3154,Yunus,Emre,,TR
3156,Samet,Akcelik,,TR
3159,Menekse,Taskesen,,TR
3160,Mert,Ege,,TR
3164,Melis,Dayan,,TR
3166,Cihat,Cihat,,TR
3172,Suleyman,Gezer,,TR
3176,Ovez,Hanow,,TR
3177,Nezaket,Tufan,,TR
3178,Aziz,Bigi,,TR
3179,Servet,Glr,,TR
3182,Aziz,Arbi,,TR
3183,Mehmet,Barazi,,TR
3186,Bilal,Degirmencioglu,,TR
3189,Yakup,Culha,,TR
3190,Kadyr,Allan,,TR
3192,Naciye,Batmaz,,TR
3193,Semra,Aytekin,,TR
3195,Burakk,Muniez,,TR
3196,Abbas,Burhan,,TR
3197,Turgay,Demir,,TR
3198,Zeynep,Medine,,TR
3199,Same,Hane,,TR
3200,Refik,Bilen,,TR
3206,Halis,Karayaprak,,TR
3207,Demir,Dalkilic,,TR
3208,Sevtap,Hamarat,,TR
3210,Saniye,Paksoy,,TR
3213,Enes,Alptekin,,TR
3216,Cumali,Der,,TR
3218,Mehmet,Yildirim,,TR
3219,Sanaz,Ahmadi,,TR
3222,Caht,Esoglu,,TR
3225,Ayse,Arslan,,TR
3227,Ozcan,Belen,,TR
3228,Nihat,Yurdakul,,TR
3230,Salih,Macar,,TR
3232,Nizamettin,Abay,,TR
3234,Ibrahim,Gedik,,TR
3236,Elif,Polat,,TR
3238,Beyza,Bulan,,TR
3240,Muharrem,Aslan,,TR
3241,Recep,Akbas,,TR
3249,Eliso,Maxatadze,,TR
3250,Sait,Artan,,TR
3252,Abdurazak,Ezer,,TR
3253,Mehmet,Eral,,TR
3254,Nuray,Alver,,TR
3255,Ugur,Ylmaz,,TR
3259,Samara,Jamankulova,,TR
3261,Mehmet,Bostanci,,TR
3263,Vedat,Dmrc,,TR
3264,Ahmet,Erol,,TR
3265,Hava,Aydogan,,TR
3269,Salih,Demir,,TR
3273,Dogukan,Akkoyun,,TR
3274,Ozkan,Makal,,TR
3276,Cuma,Keskin,,TR
3277,Genc,Osman,,TR
3278,Leyla,Mecnun,,TR
3280,Ayten,Boyraz,,TR
3281,Sedat,Dereli,,TR
3284,Murat,Alanbay,,TR
3285,Mohanad,Qawasmi,,TR
3287,Ilkay,Sezgin,,TR
3288,Bager,Cengiz,,TR
3290,Ayhan,Gul,,TR
3291,Omer,Tigis,,TR
3292,Mustafa,Aslan,,TR
3297,Ercan,Davas,,TR
3298,Ghasan,Alzamo,,TR
3300,Abo,Motaeb,,TR
3305,Veysel,Tokdemir,,TR
3308,Ibrahim,Erdem,,TR
3309,Kadir,Demir,,TR
3310,Zeynep,Uysal,,TR
3311,Umut,Karan,,TR
3315,Kerim,Yilmaz,,TR
3318,Mustafa,Gonul,,TR
3319,Dogan,Canta,,TR
3320,Muhsin,Eren,,TR
3323,Arf,Ekinci,,TR
3324,Ahmed,Khtab,,TR
3326,Mehmet,Altun,,TR
3327,Ramazan,Polat,,TR
3328,Mustafa,Kesici,,TR
3331,Salih,Sevimli,,TR
3334,Hasan,Alabbas,,TR
3335,Kerem,Teksut,,TR
3339,Fuat,Ceda,,TR
3340,Muhammet,Er,,TR
3341,Erkan,Toygar,,TR
3345,Iman,Tutuncu,,TR
3346,Alican,Karabulut,,TR
3351,Ali,Yavuz,,TR
3355,Halime,Ata,,TR
3359,Veli,Zaa,,TR
3360,Ali,Tekin,,TR
3365,Mehmet,Embel,,TR
3368,Emine,Uzun,,TR
3370,Isa,Dilekci,,TR
3371,Adem,Surer,,TR
3372,Ihsan,Polat,,TR
3378,Selin,Durgun,,TR
3380,Serdar,Talan,,TR
3384,Duran,Polat,,TR
3386,Ahmed,Nazari,,TR
3387,Abbas,Vural,,TR
3389,Behice,Ucar,,TR
3399,Iz,Karo,,TR
3400,Nur,Asram,,TR
3402,Murat,Ay,,TR
3406,Ali,Akdeniz,,TR
3408,Yasin,Baran,,TR
3411,Eda,Bilir,,TR
3413,Rnda,Dkak,,TR
3419,Cengiz,Engin,,TR
3420,Ismail,Boztilki,,TR
3421,Eleny,Kaladze,,TR
3422,Serdar,Yusuf,,TR
3424,Hakan,Demir,,TR
3432,Orhan,Balk,,TR
3435,Ece,Demirbolat,,TR
3438,Nurettin,Rahmanov,,TR
3439,Elvan,Kurt,,TR
3441,Veysi,Ayaz,,TR
3444,Yesim,Unal,,TR
3445,Nisa,Nurr,,TR
3454,Bilal,Bilal,,TR
3458,Nisa,Nur,,TR
3459,Mert,Taslicay,,TR
3460,Rifat,Onaran,,TR
3465,Emre,Tosun,,TR
3467,Isa,Bilgin,,TR
3468,Dursun,Dede,,TR
3471,Elif,Terzi,,TR
3472,Idris,Erol,,TR
3476,Zeynep,Dural,,TR
3478,Harun,Can,,TR
3479,Osman,Pepe,,TR
3480,Ayhan,Keskin,,TR
3482,Mehmet,Yenigelen,,TR
3483,Erol,Zabun,,TR
3488,Ahmet,Orhan,,TR
3490,Hatice,Tanci,,TR
3493,Abdullah,Ardal,,TR
3494,Selim,Yilmaz,,TR
3496,Ayse,Koc,,TR
3497,Handan,Kafaoglu,,TR
3498,Fatima,Hakimi,,TR
3499,Ali,Boz,,TR
3501,Faysel,Encu,,TR
3505,Ab,Rchd,,TR
3511,Ferhat,Can,,TR
3513,Cemil,Sumer,,TR
3514,Idil,Karateke,,TR
3516,Hatice,Sahin,,TR
3517,Vefa,Altay,,TR
3518,Yaser,Hammad,,TR
3519,Kader,Topal,,TR
3520,Mahmut,Deniz,,TR
3524,Turgut,Kelkit,,TR
3526,Islam,Orcan,,TR
3534,Caneda,Soylu,,TR
3537,Cv,Cv,,TR
3539,Mehmet,Bulut,,TR
3540,Arash,Mode,,TR
3545,Emre,Kartal,,TR
3548,Civan,Deniz,,TR
3549,Ahmet,Muslu,,TR
3550,Nahide,Esma,,TR
3551,Kamil,Tomakin,,TR
3554,Kerem,Karaman,,TR
3555,Resat,Becene,,TR
3556,Mesut,Gelir,,TR
3562,Iclal,Akpinar,,TR
3563,Gurbuz,Orak,,TR
3564,Salim,Yildim,,TR
3565,Natia,Cecxladze,,TR
3566,Sevcan,Atalay,,TR
3568,Nihat,Yildiz,,TR
3569,Hatice,Avci,,TR
3570,Katy,Gaydar,,TR
3571,Zekayi,Kurt,,TR
3572,Yasin,Ak,,TR
3573,Heydey,Heydey,,TR
3574,Saadet,Alp,,TR
3577,Erdal,Engin,,TR
3584,Memoomriye,Memo,,TR
3586,Osman,Kemal,,TR
3588,Tunahan,Tenkoglu,,TR
3589,Yaman,Soyhan,,TR
3590,Ayse,Bayraktar,,TR
3591,Erhan,Bilginol,,TR
3592,Aynur,Buz,,TR
3593,Hamoda,Seidou,,TR
3596,Bibers,Kim,,TR
3597,Zehra,Ergen,,TR
3598,Dogan,Ayvaz,,TR
3604,Muhammet,Bilgin,,TR
3609,Kadir,Sonmez,,TR
3610,Alpcan,Pertez,,TR
3612,Enis,Bal,,TR
3613,Guralp,Inan,,TR
3614,Mustafa,Altuntop,,TR
3617,Ali,Mousa,,TR
3621,Nursen,Kahraman,,TR
3622,Sevim,Ok,,TR
3625,Suat,Susam,,TR
3628,Galiye,Surer,,TR
3629,Yusuf,Eser,,TR
3637,Merve,Bhdr,,TR
3639,Berat,Akkoyun,,TR
3640,Ahmet,Kibar,,TR
3641,Fatma,Erkan,,TR
3643,Sevda,Kara,,TR
3644,Hamdi,Okyay,,TR
3646,Senem,Yilmaz,,TR
3650,Murat,Sansur,,TR
3651,Servet,Cetin,,TR
3653,Muhammet,Kol,,TR
3654,Marwan,Makki,,TR
3655,Ceyhunatiye,Salt,,TR
3657,Atif,Ozturk,,TR
3660,Enbiya,Erkul,,TR
3661,Musa,Sen,,TR
3662,Bedir,Cetin,,TR
3663,Awra,Ha,,TR
3666,Murat,Kaya,,TR
3667,Hatice,Kaya,,TR
3668,Merve,Badak,,TR
3671,Mustafa,Irki,,TR
3672,Mazlum,Tekin,,TR
3676,Emrah,Kirecci,,TR
3683,David,Enshaee,,TR
3684,Sermet,Aydemir,,TR
3685,Kenan,Dereci,,TR
3686,Mahmood,Soufi,,TR
3690,Key,Kora,,TR
3694,Emre,Ceo,,TR
3695,Cafer,Biner,,TR
3696,Sherzod,Nuraliyev,,TR
3698,Vera,Starostenko,,TR
3699,Aysegul,Tokmak,,TR
3701,Kan,Mert,,TR
3702,Celalettin,Karabacak,,TR
3705,Devran,Mikyaz,,TR
3708,Ali,Kaya,,TR
3711,Cemil,Bakar,,TR
3712,Zahide,Kansu,,TR
3718,Ece,Bolat,,TR
3720,Kenan,Bilkay,,TR
3725,Ismail,Bozkurt,,TR
3729,Canan,Erturk,,TR
3732,Sercan,Elbi,,TR
3738,Dilara,Uzuner,,TR
3740,Zeyno,Berre,,TR
3746,Nese,Kilickara,,TR
3751,Bilal,Turan,,TR
3752,Servet,Rey,,TR
3754,Emir,Soylu,,TR
3763,Metin,Esen,,TR
3766,Yusuf,Kartal,,TR
3772,Kahve,Seker,,TR
3773,Bayram,Aksoy,,TR
3775,Zeynep,Guler,,TR
3780,Emre,Gursoy,,TR
3781,Emine,Kabil,,TR
3784,Sukru,Zengin,,TR
3785,Orhan,Kablan,,TR
3787,Nihat,Poyraz,,TR
3790,Mustafa,Coskun,,TR
3791,Cano,Cane,,TR
3795,Cafer,Ceylan,,TR
3796,Ertugrul,Senpotuk,,TR
3799,Seref,Ayva,,TR
3802,Burakcan,Demirci,,TR
3803,Faruk,Baydemir,,TR
3804,Nevzavt,Yildiz,,TR
3808,Egecan,Baris,,TR
3812,Nazar,Satilmis,,TR
3813,Umut,Filiz,,TR
3814,Sahin,Erturk,,TR
3817,Utku,Filiz,,TR
3818,Zarina,Zarinova,,TR
3821,Ali,Iskender,,TR
3823,Nisa,Eken,,TR
3824,Naciye,Eskicioglu,,TR
3827,Kezban,Sivri,,TR
3829,Samet,Zengin,,TR
3832,Yaman,Ucurum,,TR
3834,Hamza,Okta,,TR
3835,Sezer,Usca,,TR
3837,Esma,Ileri,,TR
3839,Arda,Kala,,TR
3846,Tamuna,Gewadze,,TR
3849,Mehmet,Kilic,,TR
3852,Ahmad,Salih,,TR
3853,Habip,Kahriman,,TR
3854,Metin,Gundogdu,,TR
3856,Hasan,Aksut,,TR
3857,Halil,Coban,,TR
3860,Olcay,Boz,,TR
3862,Hasan,Kaya,,TR
3865,Mhanifi,Ciftci,,TR
3866,Ahmet,Akdemir,,TR
3868,Yakup,Kizilkaya,,TR
3870,Firat,Sesi,,TR
3871,Hasan,Yavuz,,TR
3872,Ensar,Temur,,TR
3874,Mahmut,Kaya,,TR
3877,Yakup,Bilir,,TR
3879,Can,Solmaz,,TR
3887,Ahmet,Temel,,TR
3888,Ilhan,Polat,,TR
3890,Yurt,Kurt,,TR
